,product
969,"['南大門 - [韓國直送] 手工芝麻海苔飯素 - 鰹魚味', '$ 35.00']"
970,"['東京食品 - 南大門老爺爺煙薰魷魚肉絲 -韓國超人氣零食商品 佐酒小食', '$ 98.00']"
971,"['天目堂 - 泰國魷魚片 100克', '$ 40.00']"
972,"['為食寶寶 - 金湯酸菜魚 - 內附魚片+酸菜湯包 350g (急凍) #火鍋湯底#打邊爐', '$ 59.00']"
973,"['三蟹嘜 - 上等頭遍魚露 300毫升', '$ 43.00']"
974,"['CJ Bibigo - 即食粥 420g - 海帶鮑魚粥 x2 [平行進口] **貨品包裝將隨機發出**', '$ 75.00']"
975,"['李錦記 - 蠔皇極品鮑魚', '$ 50.00']"
976,"['地捫 - [日本製造] 地捫日式檸檬汁沙甸魚 x 4', '$ 59.00']"
977,"['壽桃牌 - 壽桃鮑魚麵禮盒 (12個裝)', '$ 68.00']"
978,"['十全特好 - 菊鶴鰹極上之味噌 #台灣 #鰹魚 #昆布 #湯底 (此日期前最佳: 2023/04/10)', '$ 40.00']"
979,"['PrimeFood - 台式 味職之工房 純天然墨魚汁香腸 (急凍:存放-18℃)#台灣#小食#氣炸鍋', '$ 42.50']"
980,"['CookCookLand - 重慶酸菜去骨脆魚片 (酸菜魚) 830g (急凍)', '$ 68.00']"
981,"['家樂牌 - 濃湯寶鮮魚濃湯4粒裝', '$ 17.50']"
982,"['原味巡禮 - 淡水魚酥（辣味）', '$ 24.50']"
983,"['地捫 - [日本製造] 地捫日式辣油沙甸魚 x 4', '$ 59.00']"
984,"['和光堂 - 幼兒小魚加鈣米餅 2枚 x 6袋/盒 (平行進口貨) 7M+', '$ 22.00']"
985,"['Na - 10包 韓國魚乾 香烤魚片 (辣味) (5g) 送酒小食 韓國零食 送酒必備 (平行進口) 新舊包裝隨機發送', '$ 53.00']"
986,"['口碑 - 俄羅斯鱘 魚子醬 (10g) #即開即食 #前菜 #小食', '$ 298.00']"
987,"['灣仔碼頭 - 青花椒鱈魚水餃9粒裝(急凍-18°C)', '$ 18.00']"
988,"['全城熱賣 - [海] · ❤️e閃購❤️ 鮟鱇魚肝 (200± 安康魚肝) 急凍 加熱即食 #salessea', '$ 40.00']"
989,"['扇屋 - 一口鱈魚芝士條', '$ 49.90']"
990,"['御壹工房 - 節瓜章魚排骨湯 #加熱即飲湯包 #含湯料', '$ 38.00']"
991,"['LEADER MARINE - 急凍智利斜切三文魚扒', '$ 40.00']"
992,"['ST. JAMES SMOKEHOUSE - 優質蘇格蘭煙熏三文魚切片 100g (急凍 -18°C)', '$ 78.00']"
993,"['Yumbah - 澳洲青邊鮑魚 (10-20隻/盒)(急凍-18°C)', '$ 278.00']"
994,"['小老板 - 燒紫菜卷 - 香辣魷魚味', '$ 22.90']"
995,"['Apple Monkey - [10包]嬰幼兒有機DHA牙仔餅(低敏)-菠菜 7m+BB[營養導師推介]魚油 奧米加3 無麩質無牛奶無雞蛋 低敏 磨牙手抓 健康零食 加固 濕疹敏感 米餅牙仔餅 低糖低納不熱氣 獨立包裝[官方正貨]', '$ 45.90']"
996,"['尚品 - 海鱸魚花膠筒(45-55隻/盒)(130克) #抵食花膠推介 #適合燜煮', '$ 228.00']"
997,"['知味 - 磯燒辣味魷魚絲 250克', '$ 65.00']"
998,"['安記海味 - 大地魚粉 (250克裝)', '$ 75.00']"
999,"['安記海味 - 安記至尊干貝鮑魚(3-4隻裝)(180g) 【台灣製造】', '$ 42.00']"
